PERIODO,SEDE,CODIGO_DE_CURSO,HORARIO,FRECUENCIA,AULA,ALUMN
202507,San Miguel,B00RP,16:00 - 17:30,Diario,1003,20
202507,San Miguel,B00RP,10:30 - 12:00,Diario,510,20
202507,San Miguel,B00RP,08:45 - 10:15,Diario,804,20
202507,San Miguel,B00RP,19:30 - 21:00,Diario,201,20
202507,La Molina,B00RP,17:45 - 19:15,Diario,301,20
202507,Lima Centro,B00RP,19:30 - 21:00,Diario,101,24
202507,Miraflores,B00RP,10:30 - 12:00,Diario,305,15
202507,Pucallpa,B00RP,17:45 - 19:15,Diario,204,24
202507,Miraflores,B00RP,08:45 - 10:15,Diario,301,15
202507,Miraflores,B00RP,16:00 - 17:30,Diario,802,22
202507,Miraflores,B00RP,19:30 - 21:00,Diario,413,18
202507,Iquitos,B00RP,17:45 - 19:15,Diario,303,25
202507,Iquitos,B00RP,08:45 - 10:15,Diario,202,25
202507,Lima Centro,B00RP,16:00 - 17:30,Diario,301,25
202507,Lima Centro,B00RP,07:00 - 08:30,Diario,305,20
202507,Lima Centro,B00RP,17:45 - 19:15,Diario,308,19
202507,Lima Centro,B00RP,08:45 - 10:15,Diario,305,20
202507,San Juan de Lurigancho Satélite,B01RP,07:00 - 08:30,Diario,506,25
202507,San Juan de Lurigancho Satélite,B01RP,16:00 - 17:30,Diario,506,25
202507,San Juan de Lurigancho Satélite,B01RP,17:45 - 19:15,Diario,506,25
202507,La Molina,B01RP,17:45 - 19:15,Diario,S201,23
202507,La Molina,B01RP,10:30 - 12:00,Diario,312,20
202507,La Molina,B01RP,16:00 - 17:30,Diario,S301,23
202507,Chimbote,B01RP,17:45 - 19:15,Diario,303,18
202507,San Miguel,B01RP,17:45 - 19:15,Diario,809,19
202507,San Miguel,B01RP,16:00 - 17:30,Diario,406,19
202507,San Miguel,B01RP,08:45 - 10:15,Diario,707,20
202507,San Miguel,B01RP,10:30 - 12:00,Diario,1501,25
202507,San Miguel,B01RP,19:30 - 21:00,Diario,604,20
202507,Lima Centro,B01RP,07:00 - 08:30,Diario,306,20
202507,Lima Centro,B01RP,08:45 - 10:15,Diario,501,25
202507,Lima Centro,B01RP,17:45 - 19:15,Diario,301,25
202507,Lima Centro,B01RP,16:00 - 17:30,Diario,302,25
202507,Lima Centro,B01RP,19:30 - 21:00,Diario,102,24
202507,Lima Centro,B01RP,10:30 - 12:00,Diario,509,17
202507,Iquitos,B01RP,16:00 - 17:30,Diario,404,25
202507,Iquitos,B01RP,08:45 - 10:15,Diario,402,25
202507,Iquitos,B01RP,17:45 - 19:15,Diario,202,25
202507,Miraflores,B01RP,08:45 - 10:15,Diario,506,22
202507,Miraflores,B01RP,16:00 - 17:30,Diario,803,22
202507,Miraflores,B01RP,19:30 - 21:00,Diario,602,22
202507,Pucallpa,B01RP,17:45 - 19:15,Diario,201,19
202507,Chimbote,B02RP,16:00 - 17:30,Diario,303,18
202507,San Miguel,B02RP,16:00 - 17:30,Diario,408,20
202507,San Miguel,B02RP,07:00 - 08:30,Diario,405,20
202507,San Miguel,B02RP,17:45 - 19:15,Diario,811,19
202507,San Miguel,B02RP,16:00 - 17:30,Diario,503,19
202507,San Miguel,B02RP,10:30 - 12:00,Diario,601,19
202507,San Miguel,B02RP,08:45 - 10:15,Diario,405,20
202507,San Miguel,B02RP,19:30 - 21:00,Diario,301,20
202507,La Molina,B02RP,17:45 - 19:15,Diario,S202,22
202507,La Molina,B02RP,08:45 - 10:15,Diario,302,20
202507,La Molina,B02RP,16:00 - 17:30,Diario,401,20
202507,San Juan de Lurigancho Satélite,B02RP,10:30 - 12:00,Diario,506,25
202507,San Juan de Lurigancho Satélite,B02RP,16:00 - 17:30,Diario,507,25
202507,San Juan de Lurigancho Satélite,B02RP,19:30 - 21:00,Diario,503,25
202507,La Molina,B02RP,19:30 - 21:00,Diario,303,22
202507,La Molina,B02RP,10:30 - 12:00,Diario,313,19
202507,Pucallpa,B02RP,19:30 - 21:00,Diario,201,19
202507,Pucallpa,B02RP,16:00 - 17:30,Diario,201,19
202507,Lima Centro,B02RP,19:30 - 21:00,Diario,103,24
202507,Lima Centro,B02RP,07:00 - 08:30,Diario,307,24
202507,Miraflores,B02RP,10:30 - 12:00,Diario,410,19
202507,Miraflores,B02RP,16:00 - 17:30,Diario,805,19
202507,Miraflores,B02RP,17:45 - 19:15,Diario,601,24
202507,Miraflores,B02RP,08:45 - 10:15,Diario,413,18
202507,Miraflores,B02RP,19:30 - 21:00,Diario,504,24
202507,Miraflores,B02RP,07:00 - 08:30,Diario,504,24
202507,Iquitos,B02RP,16:00 - 17:30,Diario,303,25
202507,Lima Norte Satélite 2,B02RP,08:45 - 10:15,Diario,503,25
202507,Iquitos,B02RP,17:45 - 19:15,Diario,401,25
202507,Iquitos,B02RP,08:45 - 10:15,Diario,203,25
202507,Lima Centro,B02RP,17:45 - 19:15,Diario,302,25
202507,Lima Centro,B02RP,16:00 - 17:30,Diario,303,25
202507,Lima Centro,B02RP,08:45 - 10:15,Diario,307,24
202507,Chincha,B02RP,16:00 - 17:30,Diario,202,25
202507,Lima Centro,B02RP,10:30 - 12:00,Diario,510,21
202507,Chimbote,B03RP,17:45 - 19:15,Diario,403,18
202507,La Molina,B03RP,19:30 - 21:00,Diario,304,23
202507,San Juan de Lurigancho Satélite,B03RP,17:45 - 19:15,Diario,508,25
202507,La Molina,B03RP,17:45 - 19:15,Diario,S203,21
202507,La Molina,B03RP,10:30 - 12:00,Diario,401,20
202507,La Molina,B03RP,16:00 - 17:30,Diario,408,22
202507,La Molina,B03RP,14:15 - 15:45,Diario,307,20
202507,La Molina,B03RP,08:45 - 10:15,Diario,303,22
202507,San Miguel,B03RP,08:45 - 10:15,Diario,810,20
202507,San Miguel,B03RP,19:30 - 21:00,Diario,302,19
202507,San Miguel,B03RP,16:00 - 17:30,Diario,509,19
202507,San Miguel,B03RP,12:30 - 14:00,Diario,510,20
202507,San Miguel,B03RP,17:45 - 19:15,Diario,810,20
202507,San Miguel,B03RP,10:30 - 12:00,Diario,602,18
202507,San Miguel,B03RP,10:30 - 12:00,Diario,603,19
202507,San Miguel,B03RP,07:00 - 08:30,Diario,406,19
202507,Lima Centro,B03RP,19:30 - 21:00,Diario,405,25
202507,Lima Centro,B03RP,08:45 - 10:15,Diario,308,19
202507,Lima Centro,B03RP,16:00 - 17:30,Diario,304,25
202507,Lima Centro,B03RP,10:30 - 12:00,Diario,511,24
202507,Chincha,B03RP,19:30 - 21:00,Diario,204,25
202507,Lima Centro,B03RP,14:15 - 15:45,Diario,402,25
202507,Lima Centro,B03RP,17:45 - 19:15,Diario,303,25
202507,Iquitos,B03RP,08:45 - 10:15,Diario,301,25
202507,Iquitos,B03RP,16:00 - 17:30,Diario,203,25
202507,Iquitos,B03RP,17:45 - 19:15,Diario,301,25
202507,Iquitos,B03RP,19:30 - 21:00,Diario,404,25
202507,Miraflores,B03RP,07:00 - 08:30,Diario,410,19
202507,Miraflores,B03RP,17:45 - 19:15,Diario,602,22
202507,Miraflores,B03RP,08:45 - 10:15,Diario,504,24
202507,Miraflores,B03RP,16:00 - 17:30,Diario,806,22
202507,Pucallpa,B03RP,16:00 - 17:30,Diario,202,20
202507,Miraflores,B03RP,10:30 - 12:00,Diario,504,24
202507,Pucallpa,B03RP,17:45 - 19:15,Diario,202,20
202507,Pucallpa,B03RP,19:30 - 21:00,Diario,203,20
202507,Chimbote,B04RP,17:45 - 19:15,Diario,202,16
202507,Chimbote,B04RP,16:00 - 17:30,Diario,205,12
202507,San Miguel,B04RP,08:45 - 10:15,Diario,407,19
202507,San Miguel,B04RP,07:00 - 08:30,Diario,407,19
202507,San Miguel,B04RP,12:30 - 14:00,Diario,511,19
202507,San Miguel,B04RP,17:45 - 19:15,Diario,1103,20
202507,San Miguel,B04RP,10:30 - 12:00,Diario,604,20
202507,San Miguel,B04RP,19:30 - 21:00,Diario,1501,25
202507,San Miguel,B04RP,16:00 - 17:30,Diario,601,19
202507,La Molina,B04RP,14:15 - 15:45,Diario,308,22
202507,La Molina,B04RP,16:00 - 17:30,Diario,301,20
202507,La Molina,B04RP,10:30 - 12:00,Diario,402,20
202507,La Molina,B04RP,19:30 - 21:00,Diario,306,22
202507,La Molina,B04RP,08:45 - 10:15,Diario,304,23
202507,Pucallpa,B04RP,16:00 - 17:30,Diario,203,20
202507,Miraflores,B04RP,19:30 - 21:00,Diario,506,22
202507,Pucallpa,B04RP,19:30 - 21:00,Diario,202,20
202507,Lima Centro,B04RP,16:00 - 17:30,Diario,311,25
202507,Lima Centro,B04RP,19:30 - 21:00,Diario,307,24
202507,Miraflores,B04RP,08:45 - 10:15,Diario,411,22
202507,Miraflores,B04RP,16:00 - 17:30,Diario,408,22
202507,Iquitos,B04RP,19:30 - 21:00,Diario,202,25
202507,Iquitos,B04RP,17:45 - 19:15,Diario,404,25
202507,Iquitos,B04RP,08:45 - 10:15,Diario,201,25
202507,Chincha,B04RP,19:30 - 21:00,Diario,203,25
202507,Lima Centro,B04RP,14:15 - 15:45,Diario,305,20
202507,Lima Centro,B04RP,08:45 - 10:15,Diario,404,25
202507,Lima Centro,B04RP,17:45 - 19:15,Diario,304,25
202507,Lima Centro,B04RP,07:00 - 08:30,Diario,309,13
202507,Lima Centro,B04RP,10:30 - 12:00,Diario,512,24
202507,Chimbote,B05RP,10:30 - 12:00,Diario,102,17
202507,Chimbote,B05RP,16:00 - 17:30,Diario,302,16
202507,Chimbote,B05RP,17:45 - 19:15,Diario,204,18
202507,La Molina,B05RP,10:30 - 12:00,Diario,403,22
202507,La Molina,B05RP,07:00 - 08:30,Diario,310,19
202507,La Molina,B05RP,17:45 - 19:15,Diario,402,20
202507,La Molina,B05RP,19:30 - 21:00,Diario,307,20
202507,San Miguel,B05RP,16:00 - 17:30,Diario,611,19
202507,La Molina,B05RP,08:45 - 10:15,Diario,312,20
202507,La Molina,B05RP,16:00 - 17:30,Diario,S201,23
202507,San Miguel,B05RP,17:45 - 19:15,Diario,1002,18
202507,San Miguel,B05RP,07:00 - 08:30,Diario,408,20
202507,San Miguel,B05RP,19:30 - 21:00,Diario,401,19
202507,San Miguel,B05RP,08:45 - 10:15,Diario,408,20
202507,San Miguel,B05RP,14:15 - 15:45,Diario,404,18
202507,San Miguel,B05RP,10:30 - 12:00,Diario,605,19
202507,San Miguel,B05RP,16:00 - 17:30,Diario,605,19
202507,Lima Centro,B05RP,19:30 - 21:00,Diario,308,19
202507,Lima Centro,B05RP,07:00 - 08:30,Diario,401,25
202507,Chincha,B05RP,16:00 - 17:30,Diario,203,25
202507,Lima Centro,B05RP,10:30 - 12:00,Diario,513,25
202507,Lima Centro,B05RP,17:45 - 19:15,Diario,311,25
202507,Lima Centro,B05RP,16:00 - 17:30,Diario,401,25
202507,Iquitos,B05RP,16:00 - 17:30,Diario,403,25
202507,Iquitos,B05RP,17:45 - 19:15,Diario,203,25
202507,Iquitos,B05RP,10:30 - 12:00,Diario,203,25
202507,Miraflores,B05RP,07:00 - 08:30,Diario,301,15
202507,Miraflores,B05RP,17:45 - 19:15,Diario,402,15
202507,Miraflores,B05RP,19:30 - 21:00,Diario,505,22
202507,Miraflores,B05RP,08:45 - 10:15,Diario,409,23
202507,Miraflores,B05RP,16:00 - 17:30,Diario,406,24
202507,Lima Centro,B05RP,08:45 - 10:15,Diario,403,25
202507,Pucallpa,B05RP,16:00 - 17:30,Diario,205,14
202507,Chimbote,B06RP,17:45 - 19:15,Diario,402,16
202507,Chimbote,B06RP,16:00 - 17:30,Diario,304,18
202507,San Miguel,B06RP,16:00 - 17:30,Diario,809,19
202507,San Miguel,B06RP,16:00 - 17:30,Diario,804,20
202507,San Miguel,B06RP,19:30 - 21:00,Diario,402,20
202507,San Miguel,B06RP,14:15 - 15:45,Diario,405,20
202507,San Miguel,B06RP,10:30 - 12:00,Diario,606,18
202507,San Miguel,B06RP,08:45 - 10:15,Diario,1303,20
202507,San Miguel,B06RP,17:45 - 19:15,Diario,1003,20
202507,La Molina,B06RP,07:00 - 08:30,Diario,301,20
202507,La Molina,B06RP,08:45 - 10:15,Diario,306,22
202507,La Molina,B06RP,16:00 - 17:30,Diario,S306,25
202507,La Molina,B06RP,17:45 - 19:15,Diario,S205,24
202507,La Molina,B06RP,19:30 - 21:00,Diario,309,20
202507,San Juan de Lurigancho Satélite,B06RP,16:00 - 17:30,Diario,508,25
202507,Pucallpa,B06RP,16:00 - 17:30,Diario,204,24
202507,Pucallpa,B06RP,19:30 - 21:00,Diario,205,14
202507,Lima Centro,B06RP,16:00 - 17:30,Diario,402,25
202507,Miraflores,B06RP,10:30 - 12:00,Diario,406,24
202507,Miraflores,B06RP,17:45 - 19:15,Diario,605,19
202507,Miraflores,B06RP,16:00 - 17:30,Diario,412,18
202507,Miraflores,B06RP,08:45 - 10:15,Diario,303,15
202507,Iquitos,B06RP,16:00 - 17:30,Diario,401,25
202507,Iquitos,B06RP,19:30 - 21:00,Diario,303,25
202507,Iquitos,B06RP,17:45 - 19:15,Diario,201,25
202507,Lima Centro,B06RP,08:45 - 10:15,Diario,407,20
202507,Chincha,B06RP,17:45 - 19:15,Diario,204,25
202507,Chincha,B06RP,16:00 - 17:30,Diario,204,25
202507,Lima Centro,B06RP,07:00 - 08:30,Diario,407,20
202507,Lima Centro,B06RP,19:30 - 21:00,Diario,309,13
202507,Lima Centro,B06RP,17:45 - 19:15,Diario,401,25
202507,Lima Centro,B06RP,14:15 - 15:45,Diario,306,20
202507,Chimbote,B07RP,16:00 - 17:30,Diario,202,16
202507,La Molina,B07RP,19:30 - 21:00,Diario,310,19
202507,La Molina,B07RP,16:00 - 17:30,Diario,S203,21
202507,La Molina,B07RP,10:30 - 12:00,Diario,404,23
202507,San Miguel,B07RP,16:00 - 17:30,Diario,810,20
202507,San Miguel,B07RP,08:45 - 10:15,Diario,710,20
202507,San Miguel,B07RP,17:45 - 19:15,Diario,1004,19
202507,San Miguel,B07RP,19:30 - 21:00,Diario,403,19
202507,Lima Centro,B07RP,16:00 - 17:30,Diario,403,25
202507,Iquitos,B07RP,16:00 - 17:30,Diario,301,25
202507,Miraflores,B07RP,16:00 - 17:30,Diario,601,24
202507,Miraflores,B07RP,08:45 - 10:15,Diario,304,15
202507,Lima Centro,B07RP,17:45 - 19:15,Diario,403,25
202507,Lima Centro,B07RP,19:30 - 21:00,Diario,310,16
202507,Lima Centro,B07RP,07:00 - 08:30,Diario,408,16
202507,Lima Centro,B07RP,08:45 - 10:15,Diario,408,16
202507,San Miguel,B08RP,10:30 - 12:00,Diario,608,19
202507,San Miguel,B08RP,08:45 - 10:15,Diario,503,19
202507,San Miguel,B08RP,16:00 - 17:30,Diario,811,19
202507,San Miguel,B08RP,17:45 - 19:15,Diario,1203,20
202507,La Molina,B08RP,17:45 - 19:15,Diario,501,20
202507,La Molina,B08RP,08:45 - 10:15,Diario,307,20
202507,San Juan de Lurigancho Satélite,B08RP,19:30 - 21:00,Diario,506,25
202507,Lima Centro,B08RP,19:30 - 21:00,Diario,406,25
202507,Pucallpa,B08RP,17:45 - 19:15,Diario,203,20
202507,Miraflores,B08RP,19:30 - 21:00,Diario,410,19
202507,Miraflores,B08RP,16:00 - 17:30,Diario,602,22
202507,Iquitos,B08RP,19:30 - 21:00,Diario,302,25
202507,Lima Centro,B08RP,17:45 - 19:15,Diario,404,25
202507,Lima Centro,B08RP,08:45 - 10:15,Diario,602,25
202507,Lima Centro,B08RP,07:00 - 08:30,Diario,509,17
202507,La Molina,B09RP,08:45 - 10:15,Diario,308,22
202507,San Miguel,AG1,08:45 - 10:15,Diario,610,20
202507,San Miguel,AG1,16:00 - 17:30,Diario,1401,19
202507,San Miguel,AG1,17:45 - 19:15,Diario,1401,19
202507,Lima Centro,AG1,08:45 - 10:15,Diario,405,25
202507,Iquitos,AG1,21:15 - 22:45,Diario,302,25
202507,Miraflores,AG1,16:00 - 17:30,Diario,708,18
202507,Miraflores,AG1,10:30 - 12:00,Diario,301,15
202507,San Miguel,AP1,17:45 - 19:15,Diario,1403,20
202507,La Molina,AP1,08:45 - 10:15,Diario,409,20
202507,La Molina,AP1,16:00 - 17:30,Diario,S305,24
202507,San Miguel,AP1,08:45 - 10:15,Diario,607,20
202507,Iquitos,AP1,21:15 - 22:45,Diario,303,25
202507,Lima Centro,AP1,08:45 - 10:15,Diario,306,20
202507,Lima Centro,AP1,16:00 - 17:30,Diario,602,25
202507,La Molina,AP2,16:00 - 17:30,Diario,S202,22
202507,San Miguel,AP2,19:30 - 21:00,Diario,508,19
202507,San Miguel,AP2,10:30 - 12:00,Diario,710,20
202507,San Miguel,AP2,16:00 - 17:30,Diario,1303,20
202507,Iquitos,AP2,21:15 - 22:45,Diario,401,25
202507,Miraflores,AP2,16:00 - 17:30,Diario,707,18
202507,Lima Centro,AP2,17:45 - 19:15,Diario,701,25
202507,San Miguel,AP3,17:45 - 19:15,Diario,1402,18
202507,La Molina,AP3,17:45 - 19:15,Diario,506,22
202507,San Miguel,AP3,16:00 - 17:30,Diario,1304,19
202507,San Miguel,AP3,08:45 - 10:15,Diario,609,19
202507,La Molina,AP3,08:45 - 10:15,Diario,411,19
202507,Lima Centro,AP3,08:45 - 10:15,Diario,304,25
202507,Lima Centro,AP3,17:45 - 19:15,Diario,609,22
202507,Lima Norte Satélite 2,AP3,14:15 - 15:45,Diario,503,25
202507,La Molina,B09RP,19:30 - 21:00,Diario,312,20
202507,San Miguel,B09RP,10:30 - 12:00,Diario,609,19
202507,La Molina,B09RP,17:45 - 19:15,Diario,S207,21
202507,San Miguel,B09RP,17:45 - 19:15,Diario,1201,19
202507,San Miguel,B09RP,16:00 - 17:30,Diario,1103,20
202507,San Miguel,B09RP,08:45 - 10:15,Diario,504,20
202507,Miraflores,B09RP,17:45 - 19:15,Diario,412,18
202507,Miraflores,B09RP,08:45 - 10:15,Diario,410,19
202507,Lima Centro,B09RP,17:45 - 19:15,Diario,310,16
202507,Pucallpa,B09RP,16:00 - 17:30,Diario,206,15
202507,Iquitos,B09RP,19:30 - 21:00,Diario,401,25
202507,Lima Centro,B09RP,16:00 - 17:30,Diario,404,25
202507,Lima Centro,B09RP,08:45 - 10:15,Diario,510,21
202507,Chimbote,B10RP,17:45 - 19:15,Diario,304,18
202507,San Miguel,B10RP,10:30 - 12:00,Diario,610,20
202507,San Miguel,B10RP,19:30 - 21:00,Diario,607,20
202507,San Miguel,B10RP,17:45 - 19:15,Diario,1001,19
202507,San Miguel,B10RP,08:45 - 10:15,Diario,505,19
202507,San Miguel,B10RP,16:00 - 17:30,Diario,1004,19
202507,La Molina,B10RP,10:30 - 12:00,Diario,405,21
202507,Chincha,B10RP,19:30 - 21:00,Diario,202,25
202507,Lima Centro,B10RP,16:00 - 17:30,Diario,307,24
202507,Lima Centro,B10RP,10:30 - 12:00,Diario,406,25
202507,Lima Centro,B10RP,08:45 - 10:15,Diario,511,24
202507,Iquitos,B10RP,08:45 - 10:15,Diario,303,25
202507,Iquitos,B10RP,19:30 - 21:00,Diario,203,25
202507,Pucallpa,B10RP,17:45 - 19:15,Diario,206,15
202507,Lima Centro,B10RP,17:45 - 19:15,Diario,406,25
202507,Miraflores,B10RP,16:00 - 17:30,Diario,809,17
202507,Miraflores,B10RP,19:30 - 21:00,Diario,411,22
202507,Miraflores,B10RP,08:45 - 10:15,Diario,401,15
202507,La Molina,B11RP,16:00 - 17:30,Diario,402,20
202507,San Miguel,B11RP,19:30 - 21:00,Diario,405,20
202507,San Miguel,B11RP,08:45 - 10:15,Diario,506,18
202507,San Miguel,B11RP,10:30 - 12:00,Diario,611,19
202507,San Miguel,B11RP,16:00 - 17:30,Diario,404,18
202507,La Molina,B11RP,19:30 - 21:00,Diario,313,19
202507,La Molina,B11RP,08:45 - 10:15,Diario,309,20
202507,Miraflores,B11RP,08:45 - 10:15,Diario,402,15
202507,Miraflores,B11RP,19:30 - 21:00,Diario,507,23
202507,Lima Centro,B11RP,17:45 - 19:15,Diario,501,25
202507,Lima Centro,B11RP,16:00 - 17:30,Diario,406,25
202507,Iquitos,B11RP,16:00 - 17:30,Diario,402,25
202507,Lima Centro,B11RP,08:45 - 10:15,Diario,512,24
202507,Lima Centro,B11RP,10:30 - 12:00,Diario,608,18
202507,Chimbote,B12RP,17:45 - 19:15,Diario,203,18
202507,La Molina,B12RP,08:45 - 10:15,Diario,310,19
202507,San Miguel,B12RP,10:30 - 12:00,Diario,701,19
202507,San Miguel,B12RP,17:45 - 19:15,Diario,1104,19
202507,San Miguel,B12RP,19:30 - 21:00,Diario,407,19
202507,San Miguel,B12RP,16:00 - 17:30,Diario,1002,18
202507,La Molina,B12RP,16:00 - 17:30,Diario,S205,24
202507,Lima Centro,B12RP,08:45 - 10:15,Diario,513,25
202507,Iquitos,B12RP,17:45 - 19:15,Diario,402,25
202507,Lima Centro,B12RP,16:00 - 17:30,Diario,501,25
202507,Lima Centro,B12RP,17:45 - 19:15,Diario,502,25
202507,Lima Centro,B12RP,19:30 - 21:00,Diario,509,17
202507,Miraflores,B12RP,08:45 - 10:15,Diario,403,15
202507,San Miguel,I01RP,08:45 - 10:15,Diario,507,20
202507,San Miguel,I01RP,17:45 - 19:15,Diario,1102,18
202507,San Miguel,I01RP,10:30 - 12:00,Diario,702,18
202507,San Miguel,I01RP,16:00 - 17:30,Diario,1101,19
202507,San Miguel,I01RP,19:30 - 21:00,Diario,501,19
202507,La Molina,I01RP,08:45 - 10:15,Diario,311,19
202507,La Molina,I01RP,19:30 - 21:00,Diario,402,20
202507,Miraflores,I01RP,16:00 - 17:30,Diario,605,19
202507,Miraflores,I01RP,10:30 - 12:00,Diario,407,22
202507,Miraflores,I01RP,07:00 - 08:30,Diario,303,15
202507,Lima Centro,I01RP,17:45 - 19:15,Diario,503,25
202507,Lima Centro,I01RP,08:45 - 10:15,Diario,601,25
202507,Lima Centro,I01RP,19:30 - 21:00,Diario,510,21
202507,Iquitos,I01RP,19:30 - 21:00,Diario,402,25
202507,Lima Centro,I01RP,16:00 - 17:30,Diario,502,25
202507,Lima Centro,I01RP,07:00 - 08:30,Diario,511,24
202507,La Molina,I02RP,08:45 - 10:15,Diario,508,25
202507,La Molina,I02RP,16:00 - 17:30,Diario,501,20
202507,San Miguel,I02RP,16:00 - 17:30,Diario,1201,19
202507,San Miguel,I02RP,10:30 - 12:00,Diario,703,19
202507,San Miguel,I02RP,17:45 - 19:15,Diario,403,19
202507,San Miguel,I02RP,08:45 - 10:15,Diario,508,19
202507,Lima Centro,I02RP,16:00 - 17:30,Diario,503,25
202507,Lima Centro,I02RP,08:45 - 10:15,Diario,401,25
202507,Lima Centro,I02RP,17:45 - 19:15,Diario,504,25
202507,Lima Centro,I02RP,07:00 - 08:30,Diario,512,24
202507,Iquitos,I02RP,17:45 - 19:15,Diario,403,25
202507,Miraflores,I02RP,08:45 - 10:15,Diario,404,15
202507,Miraflores,I02RP,16:00 - 17:30,Diario,606,22
202507,Miraflores,I02RP,19:30 - 21:00,Diario,401,15
202507,Chimbote,I03RP,17:45 - 19:15,Diario,302,16
202507,San Miguel,I03RP,08:45 - 10:15,Diario,509,19
202507,San Miguel,I03RP,10:30 - 12:00,Diario,704,20
202507,San Miguel,I03RP,17:45 - 19:15,Diario,1101,19
202507,San Miguel,I03RP,16:00 - 17:30,Diario,1001,19
202507,San Miguel,I03RP,19:30 - 21:00,Diario,504,20
202507,La Molina,I03RP,16:00 - 17:30,Diario,S207,21
202507,La Molina,I03RP,08:45 - 10:15,Diario,313,19
202507,La Molina,I03RP,17:45 - 19:15,Diario,S301,23
202507,Miraflores,I03RP,16:00 - 17:30,Diario,604,23
202507,Miraflores,I03RP,08:45 - 10:15,Diario,405,15
202507,Lima Centro,I03RP,19:30 - 21:00,Diario,511,24
202507,Lima Centro,I03RP,17:45 - 19:15,Diario,505,25
202507,Iquitos,I03RP,08:45 - 10:15,Diario,401,25
202507,Iquitos,I03RP,16:00 - 17:30,Diario,202,25
202507,Lima Centro,I03RP,16:00 - 17:30,Diario,504,25
202507,Lima Centro,I03RP,08:45 - 10:15,Diario,701,25
202507,Lima Centro,I03RP,07:00 - 08:30,Diario,513,25
202507,La Molina,I04RP,16:00 - 17:30,Diario,311,19
202507,La Molina,I04RP,08:45 - 10:15,Diario,401,20
202507,La Molina,I04RP,17:45 - 19:15,Diario,S302,22
202507,San Miguel,I04RP,17:45 - 19:15,Diario,1204,19
202507,San Miguel,I04RP,16:00 - 17:30,Diario,1104,19
202507,San Miguel,I04RP,08:45 - 10:15,Diario,510,20
202507,San Miguel,I04RP,10:30 - 12:00,Diario,705,19
202507,Lima Centro,I04RP,07:00 - 08:30,Diario,405,25
202507,Chincha,I04RP,17:45 - 19:15,Diario,202,25
202507,Lima Centro,I04RP,19:30 - 21:00,Diario,512,24
202507,Lima Norte Satélite 2,I04RP,16:00 - 17:30,Diario,503,25
202507,Lima Centro,I04RP,08:45 - 10:15,Diario,609,22
202507,Lima Centro,I04RP,17:45 - 19:15,Diario,506,25
202507,Miraflores,I04RP,16:00 - 17:30,Diario,603,22
202507,Miraflores,I04RP,07:00 - 08:30,Diario,304,15
202507,Miraflores,I04RP,08:45 - 10:15,Diario,406,24
202507,Lima Norte Satélite 2,I04RP,08:45 - 10:15,Diario,505,25
202507,San Miguel,I05,08:45 - 10:15,Diario,511,19
202507,San Miguel,I05,17:45 - 19:15,Diario,1301,19
202507,San Miguel,I05,16:00 - 17:30,Diario,1102,18
202507,San Miguel,I05,10:30 - 12:00,Diario,706,18
202507,La Molina,I05,16:00 - 17:30,Diario,S302,22
202507,La Molina,I05,08:45 - 10:15,Diario,402,20
202507,Lima Norte Satélite 2,I05,19:30 - 21:00,Diario,503,25
202507,Miraflores,I05,16:00 - 17:30,Diario,801,24
202507,Lima Centro,I05,16:00 - 17:30,Diario,505,25
202507,Lima Centro,I05,07:00 - 08:30,Diario,607,23
202507,Lima Norte Satélite 2,I05,17:45 - 19:15,Diario,503,25
202507,Iquitos,I05,19:30 - 21:00,Diario,201,25
202507,Lima Centro,I05,08:45 - 10:15,Diario,703,24
202507,Chimbote,I06,16:00 - 17:30,Diario,204,18
202507,La Molina,I06,08:45 - 10:15,Diario,403,22
202507,San Miguel,I06,17:45 - 19:15,Diario,1302,18
202507,San Miguel,I06,10:30 - 12:00,Diario,707,20
202507,San Miguel,I06,19:30 - 21:00,Diario,505,19
202507,San Miguel,I06,08:45 - 10:15,Diario,601,19
202507,Lima Centro,I06,08:45 - 10:15,Diario,704,25
202507,Lima Centro,I06,17:45 - 19:15,Diario,507,25
202507,Lima Norte Satélite 2,I06,16:00 - 17:30,Diario,505,25
202507,Iquitos,I06,17:45 - 19:15,Diario,302,25
202507,Lima Centro,I06,16:00 - 17:30,Diario,506,25
202507,Miraflores,I06,19:30 - 21:00,Diario,404,15
202507,Miraflores,I06,16:00 - 17:30,Diario,608,18
202507,Lima Norte Satélite 2,I06,07:00 - 08:30,Diario,503,25
202507,Miraflores,I06,08:45 - 10:15,Diario,407,22
202507,San Miguel,I07,17:45 - 19:15,Diario,1404,19
202507,La Molina,I07,16:00 - 17:30,Diario,S303,21
202507,La Molina,I07,08:45 - 10:15,Diario,404,23
202507,San Miguel,I07,10:30 - 12:00,Diario,708,19
202507,San Miguel,I07,16:00 - 17:30,Diario,1202,18
202507,Miraflores,I07,19:30 - 21:00,Diario,405,15
202507,Lima Norte Satélite 2,I07,10:30 - 12:00,Diario,505,25
202507,Miraflores,I07,16:00 - 17:30,Diario,402,15
202507,Lima Centro,I07,16:00 - 17:30,Diario,507,25
202507,Lima Centro,I07,08:45 - 10:15,Diario,702,25
202507,La Molina,I08,08:45 - 10:15,Diario,405,21
202507,San Miguel,I08,16:00 - 17:30,Diario,1204,19
